DATAFLOW,MEASURE,VALUE,SECTOR,WORK_TYPE,BUILDING_TYPE,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1997-05,131,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1997-06,252,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1997-07,134,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1997-08,146,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1997-09,97,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1997-10,242,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1997-11,135,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1997-12,257,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-01,206,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-02,187,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-03,179,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-04,157,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-05,254,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-06,214,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-07,208,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-08,156,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-09,239,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-10,243,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-11,219,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1998-12,137,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-01,138,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-02,187,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-03,151,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-04,222,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-05,124,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-06,180,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-07,139,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-08,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-09,116,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-10,110,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-11,192,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1999-12,140,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-01,113,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-02,165,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-03,87,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-04,81,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-05,109,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-06,141,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-07,91,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-08,94,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-09,61,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-10,70,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-11,61,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2000-12,35,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2001-01,45,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2001-02,28,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2001-03,116,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2001-04,178,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2001-05,132,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,2001-06,184,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-07,151,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-08,164,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-09,200,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-10,129,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-11,77,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-12,60,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-01,152,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-02,144,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-03,133,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-04,142,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-05,114,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-06,111,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-07,72,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-08,154,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-09,209,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-10,167,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-11,129,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1994-12,115,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-01,99,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-02,143,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-03,132,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-04,109,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-05,161,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-06,154,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-07,111,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-08,147,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-09,102,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-10,108,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-11,97,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1995-12,141,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1996-01,82,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1996-02,68,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1996-03,119,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1996-04,198,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1996-05,146,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1996-06,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-02,164,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-03,53,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-04,219,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-05,86,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-06,78,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-07,132,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-08,113,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-09,72,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-10,126,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-11,105,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-12,140,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-01,100,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-02,102,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-03,117,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-04,160,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-05,125,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1993-06,188,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1991-07,46,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1991-08,101,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1991-09,91,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1991-10,145,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1991-11,154,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1991-12,140,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,7,M,1992-01,187,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-07,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-08,176,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-09,160,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-10,187,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-11,168,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-12,153,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-01,143,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-02,153,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-03,125,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-04,195,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-05,146,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-06,117,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-07,165,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-08,135,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-09,149,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-10,163,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-11,128,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1997-12,154,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-01,133,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-02,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-03,125,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-04,133,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-05,126,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-06,106,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-07,119,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-08,128,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-09,138,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-10,138,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-11,108,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1998-12,114,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-01,119,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-02,109,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-03,126,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-04,131,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-05,97,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-06,88,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-07,159,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-08,119,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-09,120,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-10,161,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-11,181,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1999-12,180,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-01,167,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-02,168,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-03,163,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-04,135,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-05,204,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-06,88,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-07,83,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-08,82,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-09,119,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-10,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-11,116,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2000-12,57,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2001-01,89,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2001-02,106,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2001-03,88,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2001-04,68,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2001-05,133,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,2001-06,126,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-07,340,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-08,383,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-09,341,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-10,351,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-11,410,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-12,372,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-01,345,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-02,344,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-03,332,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-04,280,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-05,348,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-06,306,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-07,311,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-08,291,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-09,314,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-10,325,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-11,285,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1994-12,228,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-01,218,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-02,259,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-03,288,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-04,199,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-05,251,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-06,208,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-07,213,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-08,221,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-09,252,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-10,224,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-11,207,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1995-12,219,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-01,227,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-02,197,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-03,165,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-04,245,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-05,175,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1996-06,194,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-02,297,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-03,355,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-04,320,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-05,319,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-06,372,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-07,326,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-08,348,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-09,357,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-10,363,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-11,419,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-12,355,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-01,311,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-02,215,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-03,391,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-04,344,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-05,306,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1993-06,362,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1991-07,252,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1991-08,390,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1991-09,311,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1991-10,348,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1991-11,310,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1991-12,305,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,6,M,1992-01,324,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1996-08,3319,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1996-09,3406,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1996-10,3600,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1996-11,3622,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1996-12,3490,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-01,3670,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-02,3796,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-03,3374,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-04,4225,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-05,5199,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-06,3821,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-07,4119,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-08,4417,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-09,4248,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-10,4057,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-11,4643,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1997-12,4337,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-01,3470,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-02,3368,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-03,4291,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-04,4702,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-05,4400,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-06,4678,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-07,5493,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-08,3648,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-09,3765,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-10,3900,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-11,4826,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1998-12,4365,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1999-01,3475,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1999-02,4044,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1999-03,4420,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1999-04,3900,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1999-05,4712,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1999-06,4663,NUM,0,,
ABS:BA_GCCSA(1.0.0),1,1,9,1,TOT,10,1,M,1999-07,5144,NUM,0,,
