DATAFLOW,MEASURE,VALUE,SECTOR,WORK_TYPE,BUILDING_TYPE,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT,MEASURE_NAME,VALUE_NAME,TSEST_NAME,FREQ_NAME,OBS_STATUS_NAME,UNIT_MEASURE_NAME,UNIT_MULT_NAME
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1997-09,425369,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1997-10,396751,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1997-11,520137,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1997-12,730131,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-01,433487,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-02,405790,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-03,457216,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-04,560039,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-05,555337,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-06,495555,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-07,419088,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-08,636100,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-09,544386,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-10,765436,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-11,506201,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1998-12,460148,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-01,404332,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-02,580469,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-03,567404,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-04,479611,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-05,574666,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-06,515403,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-07,592318,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-08,769402,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-09,634489,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-10,608958,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-11,670139,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1999-12,722885,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-01,759328,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-02,798635,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-03,783457,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-04,647328,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-05,587636,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-06,586641,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-07,918180,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-08,498202,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-09,487498,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-10,390040,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-11,596194,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2000-12,667564,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2001-01,527621,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2001-02,573943,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2001-03,684265,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2001-04,571023,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2001-05,794961,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,2001-06,579567,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-04,238035,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-05,266697,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-06,321098,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-07,277592,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-08,465875,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-09,313380,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-10,355283,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-11,305560,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-12,291851,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-01,245535,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-02,388097,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-03,395806,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-04,348546,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-05,374422,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-06,798615,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-07,288715,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-08,331423,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-09,323198,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-10,471186,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-11,326785,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1994-12,331174,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-01,242513,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-02,323670,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-03,249436,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-04,232390,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-05,360661,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-06,311122,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-07,261547,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-08,281503,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-09,326556,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-10,404949,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1995-11,337229,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-01,234864,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-02,203901,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-03,267490,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-04,240676,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-05,231095,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-06,235073,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-07,264550,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-08,272374,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-09,263732,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-10,256884,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-11,262849,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1992-12,273981,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-01,228378,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-02,239871,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1993-03,314465,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1991-07,362873,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1991-08,191028,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1991-09,207221,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1991-10,267545,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1991-11,216941,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
ABS:BA_GCCSA(1.0.0),2,1,9,1,TOT,10,2,M,1991-12,219523,AUD,3,,,Hundreds,Total,Original,Monthly,nan,Australian Dollars,Thousands
